EventID,Event,Campus,Event Organizer,Description,Prize Pool,Event Date,Keywords,Topics
E62,Android App Development Workshop,RR Campus,Google Developer Student Clubs (GDSC),"A workshop focusing on Android app development. Participants will learn about app architecture, UI/UX design, and implementation of key features using Google technologies.",Android Development Kits,2023-08-08 0:00:00,"['UI/UX', 'Google', 'Google Developer Student Clubs', 'ux', 'features', 'using', 'key', 'development',  'design', 'developer', 'implementation', 'android', 'ui', 'google', 'architecture', 'focusing', 'workshop',  'app', 'Android', 'technologies']","[(1, 0.9617309143921066)]"
E63,Tech Talk: Introduction to Google Cloud,RR Campus,Google Developer Student Clubs (GDSC),"An informative tech talk introducing participants to Google Cloud technologies. The session will cover key concepts, services, and practical applications in cloud computing.",Google Cloud Credits,2024-01-02 0:00:00,"['talk', 'Google', 'Google Developer Student Clubs', 'informative', 'key', 'introducing',  'practical', 'developer', 'google', 'Google Cloud', 'computing', 'concepts', 'technology', 'cover', 'cloud', 'services', 'session', 'technology', 'applications']","[(1, 0.7293060364102487), (3, 0.23332011391382576)]"
E64,Hackathon: Build for a Better Future,RR Campus,Google Developer Student Clubs (GDSC),A hackathon challenging participants to develop innovative solutions addressing real-world problems. Teams will compete to create impactful projects using Google technologies.,Hackathon Prizes,2024-01-15 0:00:00,"['compete', 'Google', 'real', 'addressing', 'Google Developer Student Clubs', 'projects', 'impactful', 'using', 'world', 'innovative',  'developer', 'create', 'hackathon', 'teams', 'challenging', 'google', 'solutions', 'develop', 'technology', 'problems']","[(1, 0.961730927017811)]"
E65,Web Development Bootcamp,RR Campus,Google Developer Student Clubs (GDSC),A comprehensive bootcamp covering web development fundamentals. Participants will gain hands-on experience with front-end and back-end technologies using Google tools.,Web Development Toolsets,2024-01-28 0:00:00,"['tools', 'development', 'covering', 'Google', 'google', 'experience',  'Google Developer Student Clubs', 'end', 'developer', 'bootcamp', 'technology', 'web', 'hands', 'using', 'fundamentals', 'gain', 'comprehensive']","[(0, 0.18405702641683336), (1, 0.7757984053060438)]"
E66,Machine Learning Showcase,RR Campus,Google Developer Student Clubs (GDSC),A showcase event highlighting projects and applications in machine learning. Participants will explore the latest trends and advancements in machine learning technologies.,ML Tool Licenses,2024-02-10 0:00:00,"['advancements', 'Google', 'machine', 'highlighting', 'Google Developer Student Clubs',  'explore', 'projects', 'trends', 'latest', 'developer', 'showcase', 'technology', 'applications',  'learning']","[(0, 0.23452407132777056), (1, 0.7186405990155866)]"
E67,AR/VR Experience Day,RR Campus,Google Developer Student Clubs (GDSC),An immersive experience day exploring augmented reality (AR) and virtual reality (VR) technologies. Participants can try out AR/VR applications and learn about their development.,AR/VR Gadgets,2024-02-23 0:00:00,"['development', 'Google', 'experience',  'exploring', 'Google Developer Student Clubs', 'vr', 'ar',  'developer', 'reality', 'immersive', 'technology', 'applications', 'virtual', 'try', 'day', 'augmented']","[(0, 0.42428007571488346), (1, 0.533568127594138)]"
E68,Google Developer Meetup,RR Campus,Google Developer Student Clubs (GDSC),"A meetup providing a platform for students to connect with Google developers, industry professionals, and fellow enthusiasts. The event will feature discussions, networking, and collaboration opportunities.",Google Swag Bags,2024-03-07 0:00:00,"['Google', 'platform', 'Google Developer Student Clubs', 'collaboration', 'feature', 'professionals', 'opportunities', 'networking', 'enthusiasts', 'discussions', 'developer', 'providing', 'google', 'connect', 'meetup', 'fellow', 'industry', 'students', 'technology',  'developers']","[(1, 0.9617309442827643)]"
E69,Coding Workshop: Google APIs,RR Campus,Google Developer Student Clubs (GDSC),A workshop focusing on the integration of Google APIs in coding projects. Participants will learn how to leverage various APIs to enhance their applications.,Google API Access,2024-03-20 0:00:00,"['Google', 'google', 'focusing', 'Google Developer Student Clubs', 'enhance',  'projects', 'workshop', 'coding',  'developer', 'technology', 'integration', 'applications', 'apis', 'various', 'leverage']","[(1, 0.951660127964309)]"
E70,App Showcase and Demo Day,RR Campus,Google Developer Student Clubs (GDSC),A demo day where participants can showcase their completed app projects developed during GDSC workshops. The event will celebrate achievements and encourage knowledge sharing.,App Development Certificates,2024-04-02 0:00:00,"['Google', 'Google Developer Student Clubs', 'demo', 'projects',  'gdsc', 'workshops', 'developer', 'encourage', 'celebrate', 'completed', 'GDSC', 'knowledge', 'app', 'sharing', 'developed', 'achievements', 'showcase', 'technology',  'day']","[(1, 0.7270066491934184), (11, 0.23418320344904198)]"
E71,Coding Challenge Marathon,RR Campus,HackerSpace,"A coding marathon challenging participants to solve a series of complex coding problems. The event will test problem-solving skills, coding efficiency, and collaboration among participants.",Coding Books,2023-06-10 0:00:00,"['compete', 'research', 'skills', 'strengthen', 'solve',  'discussions', 'peers', 'challenging', 'enhance', 'abilities', 'technology', 'seminars', 'designed', 'women', 'coding', 'marathon', 'technology', 'problems']","[(0, 0.634857686065684), (21, 0.31693517232231877)]"
E72,Tech Talk Series: Emerging Technologies,RR Campus,HackerSpace,"A series of tech talks focusing on emerging technologies and their impact. Industry experts and club members will share insights into the latest trends, innovations, and real-world applications.",Tech Gadgets,2023-08-09 0:00:00,"['share', 'real', 'trends', 'innovations', 'talks', 'world', 'development', 'experts', 'latest', 'technical', 'focusing', 'club', 'series', 'technology', 'insights', 'emerging', 'impact',  'coding', 'industry', 'technology', 'applications', 'developers']","[(0, 0.4616995151878316), (1, 0.5016467485591436)]"
E73,Open Source Contribution Day,RR Campus,HackerSpace,"A day dedicated to contributing to open source projects. Participants will collaborate on coding projects, fix bugs, and enhance open source software, fostering a culture of contribution.",Open Source Certificates,2024-01-02 0:00:00,"['projects', 'open', 'development', 'fix',  'technical', 'dedicated', 'enhance', 'contribution', 'software', 'technology', 'source', 'culture', 'fostering', 'bugs', 'coding', 'contributing', 'coding', 'developers', 'day', 'collaborate']","[(0, 0.5343852958588494), (1, 0.42547013586402804)]"
E74,Hardware Hacking Workshop,RR Campus,HackerSpace,"A workshop exploring hardware hacking techniques. Participants will learn about hardware components, circuitry, and practical applications in creating innovative hardware projects.",Hardware Hacking Kits,2024-01-15 0:00:00,"['projects', 'components', 'hacking', 'innovative', 'development',  'exploring', 'practical', 'circuitry', 'technical', 'hardware', 'workshop', 'techniques',  'technology', 'creating', 'coding', 'applications', 'developers']","[(0, 0.9486343387665844)]"
E75,DevOps Bootcamp,RR Campus,HackerSpace,"A comprehensive bootcamp covering DevOps principles and practices. Participants will gain hands-on experience in continuous integration, continuous deployment, and collaboration tools.",DevOps Toolsets,2024-01-28 0:00:00,"['tools', 'continuous', 'devops', 'collaboration', 'development',  'integration', 'technical', 'gain', 'covering', 'bootcamp', 'technology', 'hands', 'DevOps', 'principles', 'coding', 'experience', 'deployment', 'comprehensive', 'developers', 'practices']","[(0, 0.44528937395739643), (1, 0.5145660577654805)]"
E76,Capture The Flag (CTF) Cybersecurity Challenge,RR Campus,HackerSpace,A cybersecurity challenge where participants engage in a simulated environment to solve security-related tasks and capture flags. Prizes will be awarded to the top cybersecurity enthusiasts.,Cybersecurity Certifications,2024-02-10 0:00:00,"['challenge', 'environment', 'solve', 'development',  'enthusiasts', 'security', 'capture', 'technical', 'cybersecurity',  'simulated', 'tasks', 'technology', 'related', 'awarded', 'coding',  'flags', 'developers']","[(1, 0.9489745847258401)]"
E77,AR/VR Hackathon,RR Campus,HackerSpace,A hackathon focused on developing augmented reality (AR) and virtual reality (VR) applications. Teams will compete to create immersive experiences using AR/VR technologies.,AR/VR Gadgets,2024-02-23 0:00:00,"['compete', 'ar', 'focused', 'using', 'developing', 'development', 'vr', 'reality', 'immersive', 'experiences', 'hackathon', 'create', 'teams', 'technical', 'augmented', 'technology', 'AR/VR', 'coding', 'technology', 'applications', 'virtual', 'developers']","[(0, 0.9598007615918448)]"
E78,Startup Pitch Day,RR Campus,HackerSpace,A platform for aspiring entrepreneurs to pitch their tech startup ideas. Participants will present their projects to a panel of judges and receive feedback and insights to refine their pitches.,Startup Incubation Opportunities,2024-03-07 0:00:00,"['platform', 'projects', 'feedback', 'ideas', 'pitch', 'refine', 'development', 'startup',  'technical', 'pitches', 'present', 'technology', 'receive', 'aspiring', 'entrepreneurs', 'insights', 'coding', 'judges', 'panel', 'developers']","[(1, 0.6437551380024865), (18, 0.31309448092829045)]"
E79,Data Science Symposium,RR Campus,HackerSpace,"A symposium exploring the field of data science. Participants will learn about data analysis, machine learning, and real-world applications of data science through keynote speakers and interactive sessions.",Data Science Tool Licenses,2024-03-20 0:00:00,"['sessions', 'real', 'field', 'world', 'development',  'symposium', 'exploring',  'speakers', 'keynote', 'science', 'technical', 'data', 'analysis',  'technology', 'learning', 'machine', 'coding', 'applications', 'developers']","[(0, 0.6975581662193403), (7, 0.25783889904550206)]"
E80,Game Development Showcase,RR Campus,HackerSpace,"A showcase featuring game development projects created by club members. Participants can explore a variety of games, from mobile apps to virtual reality experiences, and learn about the game development process.",Game Development Certificates,2024-04-02 0:00:00,"['apps', 'projects', 'development', 'game',  'reality', 'experiences', 'technical', 'created', 'club', 'featuring',  'technology',  'coding', 'games', 'explore', 'variety', 'mobile', 'process', 'showcase', 'virtual', 'developers']","[(1, 0.9562639303452775)]"
E81,IEEE Awareness Seminar,RR Campus,IEEE PESU Student Branch,A seminar introducing students to IEEE and its vast divisions. Participants will gain insights into the various technical fields covered by IEEE and the opportunities available for involvement.,IEEE Awareness Certificates,2023-06-11 0:00:00,"['introducing', 'ieee', 'opportunities', 'fields', 'IEEE',  'covered', 'vast', 'seminar', 'divisions', 'various', 'available', 'students', 'technical', 'involvement', 'gain', 'insights']","[(1, 0.5470802865348474), (7, 0.40080598206151524)]"
E82,Technical Paper Presentation,RR Campus,IEEE PESU Student Branch,"A competition where students present technical papers on innovative topics. The event encourages research and presentation skills, providing a platform for students to share their technical insights.",Best Paper Presentation Awards,2023-08-10 0:00:00,"['ieee', 'platform', 'topics', 'share', 'present',  'IEEE', 'presentation', 'students', 'research', 'papers', 'technical', 'skills',  'providing', 'competition', 'innovative', 'insights']","[(1, 0.9459730851631782)]"
E83,Workshop on Emerging Technologies,RR Campus,IEEE PESU Student Branch,"A workshop focusing on emerging technologies in various IEEE fields. Participants will gain hands-on experience, practical insights, and knowledge about the latest advancements in technology.",Emerging Technologies Workshop Certificates,2024-01-02 0:00:00,"['ieee', 'fields',  'practical', 'latest', 'technical', 'gain', 'focusing', 'IEEE', 'workshop', 'knowledge', 'hands', 'various', 'insights', 'emerging', 'advancements', 'experience', 'technology', 'technology']","[(0, 0.652106838525216), (1, 0.30352284916849026)]"
E84,Coding Challenge: CodeXpertise,RR Campus,IEEE PESU Student Branch,"A coding challenge to showcase participants' coding expertise. The event emphasizes problem-solving skills, coding efficiency, and algorithmic knowledge, aligning with IEEE's technical focus.",CodeXpertise Coding Awards,2024-01-15 0:00:00,"['ieee', 'challenge', 'IEEE', 'aligning',  'emphasizes', 'efficiency', 'focus', 'coding', 'knowledge', 'showcase', 'technical', 'expertise',  'skills', 'algorithmic', 'solving', 'problem']","[(0, 0.47290530075329745), (1, 0.4775043501984914)]"
E85,Robotics Competition: RoboTech,RR Campus,IEEE PESU Student Branch,A robotics competition challenging participants to design and build robots for specific tasks. The event promotes practical application of engineering principles and fosters creativity in robotics.,RoboTech Robotics Trophies,2024-01-28 0:00:00,"['ieee', 'build', 'specific', 'fosters', 'application', 'competition', 'robots',  'design', 'practical', 'technical', 'challenging', 'tasks', 'IEEE', 'promotes', 'robotics', 'creativity', 'principles',  'engineering']","[(0, 0.5254890660719473), (1, 0.43014062162175865)]"
E86,IoT Hackathon: Connect-a-Thon,RR Campus,IEEE PESU Student Branch,"A hackathon focusing on the Internet of Things (IoT). Participants will work on IoT projects, showcasing their skills in developing innovative solutions for real-world challenges.",Connect-a-Thon IoT Prizes,2024-02-10 0:00:00,"['ieee', 'real', 'projects', 'challenges', 'skills', 'world', 'innovative', 'developing', 'showcasing',  'hackathon', 'technical', 'iot', 'focusing', 'IEEE', 'work', 'IoT', 'things', 'solutions', 'internet']","[(0, 0.9537708714954792)]"
E87,Electronics Project Showcase,RR Campus,IEEE PESU Student Branch,"A showcase featuring innovative electronics projects developed by students. Participants will present their projects, share insights, and engage in discussions on electronic technologies.",Project Showcase Recognition,2024-02-23 0:00:00,"['ieee',  'share', 'present', 'IEEE',  'electronics', 'projects', 'developed', 'featuring', 'discussions', 'students', 'showcase', 'technology', 'electronic', 'technical', 'innovative', 'insights']","[(1, 0.94597308957598)]"
E88,Technical Quiz Bowl,RR Campus,IEEE PESU Student Branch,A quiz bowl testing participants' technical knowledge in various IEEE domains. The event provides a competitive and fun platform for students to showcase their understanding of technical concepts.,Quiz Bowl Winner Certificates,2024-03-07 0:00:00,"['ieee', 'platform', 'competitive', 'understanding', 'testing', 'bowl',  'technical', 'provides', 'IEEE', 'concepts', 'quiz', 'knowledge', 'various', 'students', 'fun', 'showcase',  'domains']","[(0, 0.16926820521092373), (1, 0.7838964651324332)]"
E89,Networking and Industry Interaction Session,RR Campus,IEEE PESU Student Branch,"An interactive session connecting students with industry professionals in IEEE-related fields. Participants will have the opportunity to network, learn about industry trends, and gain insights into career paths.",Networking Session Participation Certificates,2024-03-20 0:00:00,"['ieee', 'fields', 'trends', 'professionals', 'network', 'paths',   'technical', 'gain', 'IEEE',   'connecting', 'insights', 'related', 'industry', 'students', 'session', 'career']","[(0, 0.6314902733641845), (1, 0.3189193775876052)]"
E90,Annual Technical Symposium: TECHxperience,RR Campus,IEEE PESU Student Branch,"An annual technical symposium featuring keynote speakers, technical talks, and panel discussions on cutting-edge technologies. The event provides a comprehensive technical learning experience for participants.",TECHxperience Symposium Certificates,2024-04-02 0:00:00,"['ieee', 'edge', 'talks',  'symposium', 'discussions', 'keynote', 'speakers', 'technical', 'provides', 'IEEE', 'featuring', 'cutting', 'learning', 'experience', 'comprehensive', 'technology', 'annual',  'panel']","[(0, 0.22773819676525778), (1, 0.7278914909284473)]"
E91,Robotics Workshop: Hands-On Basics,RR Campus,IEEE RAS,"A hands-on workshop introducing the basics of robotics. Participants will learn about the components, programming, and practical aspects of building and controlling robots.",Hands-On Basics Workshop Certificates,2023-06-12 0:00:00,"['introducing', 'Robotics and Automation',  'programming', 'practical', 'workshop',  'building', 'components', 'technology', 'hands', 'basics', 'robotics', 'aspects', 'robots', 'controlling', 'automation']","[(0, 0.26900639146565436), (4, 0.680743926255702)]"
E92,Automation Seminar: Emerging Technologies,RR Campus,IEEE RAS,"A seminar discussing emerging technologies in automation. Participants will explore advancements in the field, with talks on AI-driven automation, smart systems, and their applications.",Emerging Technologies Seminar Certificates,2023-08-11 0:00:00,"['advancements', 'smart', 'Robotics and Automation',  'field', 'explore', 'ai', 'seminar', 'driven', 'talks', 'technology', 'applications', 'robotics', 'discussing', 'systems', 'automation', 'emerging']","[(0, 0.9513377151314663)]"
E93,Robotics Competition: Bot Challenge,RR Campus,IEEE RAS,"A robotics competition challenging participants to design and build robots for specific challenges. The event encourages innovation, problem-solving, and collaboration among participants.",Bot Challenge Robotics Competition Awards,2024-01-02 0:00:00,"['advancements', 'smart', 'Robotics and Automation',  'field', 'explore', 'ai', 'seminar', 'driven', 'talks', 'technology', 'applications', 'robotics', 'discussing', 'systems', 'automation', 'emerging']","[(0, 0.9513377151314663)]"
E94,Industry Insights Panel: Robotics Trends,RR Campus,IEEE RAS,"A panel discussion featuring experts from the robotics industry. Participants will gain insights into current trends, challenges, and future developments in the field of robotics and automation.",Panel Discussion Participation Certificates,2024-01-15 0:00:00,"['current', 'experts', 'future', 'robotics', 'Robotics and Automation',  'field', 'trends', 'industry', 'featuring', 'challenges', 'developments', 'panel', 'technology', 'discussion', 'gain', 'insights', 'automation']","[(1, 0.9540771268991033)]"
E95,AR and VR in Robotics Showcase,RR Campus,IEEE RAS,A showcase highlighting the applications of Augmented Reality (AR) and Virtual Reality (VR) in robotics. Participants will experience demonstrations and learn about the integration of AR and VR technologies in robotics.,AR/VR Showcase Participation Tokens,2024-01-28 0:00:00,"['highlighting', 'ar', 'AR', 'Robotics and Automation',  'vr', 'Virtual Reality', 'reality', 'integration', 'automation', 'augmented',  'demonstrations', 'robotics', 'experience', 'technology', 'showcase', 'applications', 'virtual']","[(0, 0.9559722844083952)]"
E96,Robotics Hackathon: CodeRover,RR Campus,IEEE RAS,"A hackathon focused on robotics programming challenges. Participants will code solutions for real-world robotics problems, competing individually or in teams to showcase their programming skills.",CodeRover Hackathon Prizes,2024-02-10 0:00:00,"['real', 'challenges', 'focused', 'skills', 'world', 'Robotics and Automation',  'programming', 'hackathon', 'teams', 'competing', 'automation', 'individually', 'robotics', 'solutions', 'coding', 'showcase', 'technology', 'problems']","[(0, 0.9559722348890535)]"
E97,Automation Expo: TechConnect,RR Campus,IEEE RAS,"An expo showcasing the latest advancements in robotics and automation. Participants will explore exhibits, demonstrations, and engage with industry representatives to understand the technological landscape.",TechConnect Expo Recognition,2024-02-23 0:00:00,"['landscape', 'representatives',  'showcasing', 'technological', 'advancements',  'Robotics and Automation', 'explore', 'expo', 'industry', 'latest', 'understand', 'demonstrations', 'technology', 'exhibits', 'robotics', 'automation']","[(0, 0.9513377683433835)]"
E100,Language Carnival: Multilingual Fair,RR Campus,Linguista!,"A carnival celebrating linguistic diversity. Participants will explore different language booths, cultural displays, and engage in activities that highlight the richness of various languages around the world.",Multilingual Fair Carnival Prizes,2024-01-02 0:00:00,"['booths', 'diversity',  'displays',  'highlight', 'language', 'celebrating',  'explore', 'carnival', 'linguistic', 'languages', 'various', 'world', 'cultural', 'activities', 'richness']","[(9, 0.9388162859993845)]"
E101,Language Debate Challenge,RR Campus,Linguista!,"A debate challenge focusing on language-related topics. Participants will engage in debates, discussions, and critical thinking exercises centered around language, communication, and linguistics.",Debate Challenge Awards,2024-01-15 0:00:00,"['thinking', 'topics', 'language', 'exercises', 'focusing',   'debate', 'communication', 'centered', 'critical', 'discussions', 'linguistics', 'challenge', 'debates', 'related']","[(1, 0.9387694897591626)]"
E102,Polyglot Talent Showcase,RR Campus,Linguista!,"A showcase featuring the language talents of participants. Individuals or groups will present performances, skits, or creative expressions that highlight their proficiency in multiple languages.",Talent Showcase Recognition,2024-01-28 0:00:00,"['highlight', 'proficiency', 'language', 'present', 'languages',  'performances', 'talents', 'featuring', 'creative', 'expressions', 'showcase', 'individuals', 'multiple', 'skits', 'groups']","[(0, 0.258657978777116), (1, 0.688652275359162)]"
E103,Language Quiz Bee,RR Campus,Linguista!,"A quiz competition covering various aspects of languages, linguistics, and cultural nuances. Participants will compete individually or in teams, testing their knowledge and language expertise.",Quiz Bee Trophies,2024-02-10 0:00:00,"['individually', 'compete', 'covering', 'language',  'linguistics', 'nuances', 'quiz', 'knowledge', 'teams', 'testing', 'competition', 'languages', 'expertise', 'various', 'cultural', 'aspects']","[(1, 0.43648697413263904), (100, 0.5097899728838902)]"
E104,Language Learning Symposium,RR Campus,Linguista!,"A symposium exploring effective language learning methodologies. Participants will attend talks, panel discussions, and interactive sessions to gain insights into different language learning approaches.",Learning Symposium Certificates,2024-02-23 0:00:00,"[  'sessions', 'language', 'effective', 'attend', 'symposium', 'exploring',  'discussions', 'talks', 'panel', 'learning', 'approaches', 'gain', 'methodologies', 'insights']","[(0, 0.4070048267157812), (1, 0.5367927776962481)]"
E98,Language Learning Workshop: Basics,RR Campus,Linguista!,"A workshop introducing the basics of language learning. Participants will explore effective language learning strategies, linguistic fundamentals, and engage in practical exercises to enhance their language skills.",Language Basics Workshop Certificates,2023-06-13 0:00:00,"['introducing',  'language', 'exercises', 'effective',  'enhance', 'strategies', 'explore', 'workshop', 'practical', 'linguistic', 'skills', 'fundamentals', 'basics', 'learning']","[(0, 0.10015796005327356), (1, 0.843639644358754)]"
E99,Cultural Language Exchange,RR Campus,Linguista!,"An event promoting cultural exchange through language. Participants will have the opportunity to practice and learn different languages in a relaxed and friendly environment, fostering cross-cultural connections.",Cultural Exchange Participation Tokens,2023-08-12 0:00:00,"['fostering', 'relaxed',  'language',    'practice',  'cross', 'friendly', 'environment', 'languages', 'cultural', 'exchange', 'promoting', 'connections']","[(1, 0.9293494638964386)]"
E105,Women in Tech Symposium,RR Campus,MahilAI,"A symposium focused on women's contributions and challenges in the field of technology. Participants will hear from women leaders, engage in discussions, and explore ways to overcome gender disparities in the tech industry.",Women in Tech Symposium Certificates,2023-07-08 0:00:00,"['pandemic', 'field', 'leaders', 'challenges', 'focused', 'disparities', 'overcome',  'symposium', 'use', 'discussions', 'hear', 'AI', 'contributions', 'leverage', 'way', 'pave',  'ai', 'time', 'end', 'gender', 'technology', 'women', 'immemorial', 'battling', 'explore', 'industry', 'ways', 'injustice', 'technology', 'technology']","[(0, 0.9239029985158965), (7, 0.04732092271642211)]"
E106,Tech for Equality Workshop,RR Campus,MahilAI,"A workshop exploring the use of technology for promoting gender equality. Participants will learn about initiatives, projects, and technologies that contribute to addressing societal issues related to women.",Equality Workshop Participation Tokens,2023-08-13 0:00:00,"['addressing', 'pandemic', 'projects', 'contribute', 'societal',  'exploring', 'use', 'AI', 'promoting', 'leverage', 'way', 'pave', 'ai', 'time', 'workshop',  'gender', 'end', 'related', 'equality', 'women', 'immemorial', 'initiatives', 'battling', 'issues', 'injustice', 'technology', 'technology']","[(0, 0.9669792427129918)]"
E107,InnovateHER Tech Challenge,RR Campus,MahilAI,"A tech challenge encouraging participants to develop innovative solutions addressing challenges faced by women. The event fosters creativity, problem-solving, and a commitment to leveraging technology for positive change.",InnovateHER Tech Challenge Awards,2024-01-02 0:00:00,"['challenge', 'leveraging', 'addressing', 'pandemic', 'challenges', 'fosters', 'technology', 'innovative', 'problem',   'use', 'faced', 'commitment', 'AI', 'solving', 'leverage', 'way', 'pave', 'ai', 'time', 'change', 'end', 'encouraging', 'technology', 'creativity', 'women', 'immemorial', 'solutions', 'battling', 'develop', 'injustice', 'technology', 'event']","[(0, 0.9719823888707146)]"
E108,Women's Empowerment Forum,RR Campus,MahilAI,"A forum discussing women's empowerment and leadership. Participants will hear inspiring stories, engage in conversations about breaking barriers, and explore ways to empower women in various fields.",Empowerment Forum Certificates,2024-01-15 0:00:00,"['fields', 'pandemic', 'discussing', 'leadership',  'stories', 'use', 'conversations', 'hear', 'empowerment', 'AI', 'leverage', 'way', 'forum', 'barriers', 'inspiring',  'pave', 'ai', 'time', 'end', 'breaking', 'various', 'women', 'empower', 'immemorial', 'battling', 'explore', 'ways', 'injustice', 'technologies']","[(0, 0.9691805941910652)]"
E109,Coding for Social Impact Hackathon,RR Campus,MahilAI,"A hackathon challenging participants to code solutions that have a positive social impact, with a focus on addressing challenges faced by women. The event promotes coding skills for a cause.",Social Impact Hackathon Prizes,2024-01-28 0:00:00,"['addressing', 'pandemic', 'challenges', 'skills', 'focus',   'use', 'faced', 'hackathon', 'AI', 'leverage', 'challenging', 'way', 'pave', 'ai', 'time', 'promotes', 'end', 'women', 'immemorial', 'solutions', 'cause', 'impact', 'coding', 'battling', 'coding', 'injustice', 'technology', 'social', 'event']","[(0, 0.822718067692495), (7, 0.14754665042483003)]"
E110,Leadership in AI Panel Discussion,RR Campus,MahilAI,"A panel discussion featuring women leaders in the field of AI. Participants will gain insights into leadership roles, career paths, and the impact of women in advancing artificial intelligence.",Leadership Discussion Participation Certificates,2024-02-10 0:00:00,"['roles', 'pandemic', 'field', 'leaders', 'discussion', 'paths', 'leadership',  'intelligence', 'artificial', 'use', 'advancing', 'gain', 'AI', 'leverage', 'way', 'pave', 'ai', 'time', 'featuring', 'end', 'insights', 'women', 'immemorial', 'impact', 'battling', 'injustice', 'panel', 'technology', 'career']","[(0, 0.6530388927479367), (7, 0.3172258109026362)]"
E111,Women in STEM Career Fair,RR Campus,MahilAI,"A career fair connecting women with opportunities in science, technology, engineering, and mathematics (STEM) fields. Participants can explore job opportunities, network with industry professionals, and gain career insights.",STEM Career Fair Recognition,2024-02-23 0:00:00,"['fields', 'pandemic', 'stem', 'professionals', 'network', 'mathematics', 'opportunities',  'use', 'science', 'job', 'gain', 'AI', 'leverage', 'fair', 'way', 'pave', 'ai', 'time', 'end', 'connecting', 'insights', 'women', 'immemorial', 'battling', 'explore', 'industry', 'injustice', 'technology', 'technology', 'career', 'engineering']","[(0, 0.9711068036146226)]"
E112,Fashion Show: Vogue Vista,RR Campus,Meraki,"A dazzling fashion show showcasing the latest trends and designs. Participants will witness a display of creativity, style, and innovation in the world of fashion.",Vogue Vista Fashion Show Awards,2023-07-09 0:00:00,"['witness', 'style', 'designs', 'showcasing',  'fashion', 'trends', 'latest', 'display', 'innovation', 'world', 'creativity', 'dazzling']","[(0, 0.25762725315749496), (1, 0.6775238288563851)]"
E113,Designer's Workshop: Trends Unveiled,RR Campus,Meraki,"A workshop unveiling the latest fashion trends. Participants will gain insights into the world of fashion design, explore emerging styles, and learn about the process of trendsetting.",Trends Unveiled Workshop Certificates,2023-09-08 0:00:00,"['unveiling', 'trendsetting',  'fashion', 'explore', 'trends', 'workshop', 'latest',  'design', 'process', 'styles', 'gain', 'world', 'insights', 'emerging']","[(0, 0.9383611131776396)]"
E114,Photography Contest: Style Lens,RR Campus,Meraki,"A photography contest capturing style and fashion. Participants will showcase their photography skills, focusing on fashion elements, and compete for recognition in the Style Lens contest.",Style Lens Photography Contest Prizes,2024-01-02 0:00:00,"['style', 'compete', 'focusing', 'capturing',  'fashion', 'elements', 'contest', 'photography', 'showcase', 'skills', 'Style Lens', 'recognition', 'lens']","[(1, 0.2958900297026769), (14, 0.6441105390366003)]"
E115,Fashion Entrepreneurship Seminar,RR Campus,Meraki,"A seminar exploring entrepreneurship in the fashion industry. Participants will hear from fashion entrepreneurs, learn about starting a fashion business, and gain insights into the business side of the fashion world.",Entrepreneurship Seminar Certificates,2024-01-15 0:00:00,"['entrepreneurship',  'fashion', 'starting', 'exploring', 'seminar', 'industry',  'business', 'hear', 'gain', 'world', 'insights', 'entrepreneurs']","[(2, 0.9250113433908168)]"
E116,DIY Fashion Workshop,RR Campus,Meraki,"A do-it-yourself (DIY) workshop allowing participants to create their own fashion items. The event promotes creativity, sustainability, and a hands-on approach to fashion design.",DIY Fashion Workshop Participation Tokens,2024-01-28 0:00:00,"['approach',  'fashion', 'sustainability', 'DIY', 'design', 'promotes', 'workshop', 'diy', 'create', 'items', 'hands',  'creativity', 'allowing']","[(0, 0.5801706284601927), (90, 0.3542874540337115)]"
E117,Celebrity Styling Challenge,RR Campus,Meraki,"A styling challenge where participants showcase their fashion styling skills. The event encourages creativity, trend interpretation, and an understanding of personal style.",Styling Challenge Celebrity Stylist Recognition,2024-02-10 0:00:00,"['style', 'challenge',   'fashion', 'personal', 'interpretation', 'understanding', 'showcase', 'skills',  'trend', 'creativity', 'styling']","[(1, 0.9234618703618297)]"
E118,Meraki Fashion Bazaar,RR Campus,Meraki,A fashion bazaar featuring unique and trendy clothing items. Participants can explore and purchase fashion pieces created by local designers and members of the fashion club.,Fashion Bazaar Shopping Vouchers,2024-02-23 0:00:00,"['created',  'purchase',  'fashion', 'explore', 'trendy', 'unique', 'featuring', 'club', 'clothing', 'designers', 'items', 'local', 'bazaar', 'pieces']","[(31, 0.9338614833584623)]"
E119,Music Jam Session: Harmony Unleashed,RR Campus,Music Club of PES,"A jam session bringing together musicians and music enthusiasts. Participants will experience a blend of musical genres, collaborative performances, and the joy of creating harmonious melodies.",Harmony Unleashed Jam Session Certificates,2023-07-10 0:00:00,"['musicians', 'experience',  'performances', 'music', 'collaborative', 'enthusiasts', 'musical', 'bringing', 'joy', 'jam', 'session', 'creating', 'genres', 'melodies', 'blend', 'harmonious']","[(0, 0.7021310522223472), (17, 0.24437290487420818)]"
